datetime,service_date,route_id,route_name,trip_id,direction_id,direction_name,stop_id,stop_name,stop_sequence,vehicle_id,scheduled_arrival,actual_arrival,delay_min,headway_min,passengers_waiting,passengers_boarded,passengers_alighted,passengers_onboard,capacity,occupancy_rate,crowding_level,dwell_time_sec,door_open_count,wheelchair_boardings,bike_boardings,lat,lon,weather_conditions,weather_hour,peak,trip_start_time,trip_end_time,trip_vehicle_id,vehicle_model,vehicle_capacity,vehicle_wheelchair_capacity,vehicle_bike_rack,stop_zone,route_long_name,route_length_km,route_color,weather_temp_c,weather_precip_mm,weather_hourly_conditions
2025-10-20 06:05:17,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A02,A-Stop 2,2,A03,2025-10-20 06:05:07,2025-10-20 06:05:17,0.18,120,0,0,2,0,50,0.0,Low,29,1,0,0,42.442012,-76.496263,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:05:18,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C09,C-Stop 9,2,C04,2025-10-20 06:05:20,2025-10-20 06:05:18,-0.03,120,2,2,0,2,40,0.05,Low,24,1,0,0,42.47561,-76.436191,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:09:11,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A08,A-Stop 8,3,A04,2025-10-20 06:09:15,2025-10-20 06:09:11,-0.07,120,3,3,1,4,36,0.11,Low,30,1,0,0,42.453754,-76.479086,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:09:26,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C03,C-Stop 3,3,C03,2025-10-20 06:09:11,2025-10-20 06:09:26,0.24,120,3,3,0,5,50,0.1,Low,15,1,0,0,42.463593,-76.453856,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:09:34,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B08,B-Stop 8,3,B04,2025-10-20 06:09:58,2025-10-20 06:09:34,-0.4,120,3,3,3,0,36,0.0,Low,24,1,0,0,42.464206,-76.459542,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:09:44,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B03,B-Stop 3,3,B02,2025-10-20 06:09:29,2025-10-20 06:09:44,0.25,120,0,0,1,0,40,0.0,Low,15,1,0,0,42.453751,-76.473667,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:10:06,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A03,A-Stop 3,3,A03,2025-10-20 06:09:33,2025-10-20 06:10:06,0.55,120,7,0,1,0,50,0.0,Low,25,1,0,0,42.443829,-76.49438,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:10:22,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C08,C-Stop 8,3,C04,2025-10-20 06:10:55,2025-10-20 06:10:22,-0.55,120,4,1,1,2,40,0.05,Low,29,1,0,0,42.474377,-76.438606,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:14:08,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A04,A-Stop 4,4,A03,2025-10-20 06:14:35,2025-10-20 06:14:08,-0.44,120,3,0,3,0,50,0.0,Low,20,1,0,0,42.446409,-76.490607,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:14:42,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B07,B-Stop 7,4,B04,2025-10-20 06:14:38,2025-10-20 06:14:42,0.06,120,3,3,1,2,36,0.06,Low,33,1,0,0,42.461942,-76.462322,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:14:45,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A07,A-Stop 7,4,A04,2025-10-20 06:15:01,2025-10-20 06:14:45,-0.26,120,0,0,3,1,36,0.03,Low,28,1,0,0,42.452061,-76.482518,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:14:49,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B04,B-Stop 4,4,B02,2025-10-20 06:14:50,2025-10-20 06:14:49,-0.01,120,2,1,4,0,40,0.0,Low,27,1,0,0,42.455741,-76.470681,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:15:01,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C04,C-Stop 4,4,C03,2025-10-20 06:14:41,2025-10-20 06:15:01,0.33,120,2,2,1,6,50,0.12,Low,27,1,0,0,42.465963,-76.450471,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:16:18,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C07,C-Stop 7,4,C04,2025-10-20 06:16:18,2025-10-20 06:16:18,0.0,120,1,0,1,1,40,0.03,Low,42,1,0,0,42.472046,-76.442087,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:18:20,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B06,B-Stop 6,5,B04,2025-10-20 06:19:20,2025-10-20 06:18:20,-1.0,120,4,3,1,4,36,0.11,Low,25,1,0,0,42.459923,-76.464757,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:19:25,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A05,A-Stop 5,5,A03,2025-10-20 06:19:05,2025-10-20 06:19:25,0.34,120,5,0,2,0,50,0.0,Low,26,1,0,0,42.448016,-76.488085,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:19:58,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B05,B-Stop 5,5,B02,2025-10-20 06:19:55,2025-10-20 06:19:58,0.04,120,2,1,1,0,40,0.0,Low,29,1,0,0,42.45783,-76.467941,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:21:14,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A06,A-Stop 6,5,A04,2025-10-20 06:19:33,2025-10-20 06:21:14,1.67,120,3,2,2,1,36,0.03,Low,27,1,0,0,42.449906,-76.485298,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:21:14,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C05,C-Stop 5,5,C03,2025-10-20 06:20:47,2025-10-20 06:21:14,0.44,120,1,1,0,7,50,0.14,Low,20,1,0,0,42.468021,-76.448634,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:21:16,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C06,C-Stop 6,5,C04,2025-10-20 06:20:46,2025-10-20 06:21:16,0.49,120,4,2,1,2,40,0.05,Low,24,1,0,0,42.470163,-76.445098,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:24:04,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A06,A-Stop 6,6,A03,2025-10-20 06:23:34,2025-10-20 06:24:04,0.51,120,3,2,2,0,50,0.0,Low,20,1,0,0,42.449907,-76.485081,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:24:48,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B05,B-Stop 5,6,B04,2025-10-20 06:24:07,2025-10-20 06:24:48,0.68,120,0,0,0,4,36,0.11,Low,15,0,0,0,42.457813,-76.468411,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:24:57,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C05,C-Stop 5,6,C04,2025-10-20 06:24:53,2025-10-20 06:24:57,0.06,120,1,1,4,0,40,0.0,Low,27,1,0,0,42.46804,-76.448345,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:25:08,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B06,B-Stop 6,6,B02,2025-10-20 06:24:53,2025-10-20 06:25:08,0.25,120,0,0,2,0,40,0.0,Low,30,1,0,0,42.45924,-76.464027,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:25:33,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C06,C-Stop 6,6,C03,2025-10-20 06:25:51,2025-10-20 06:25:33,-0.29,120,5,2,1,8,50,0.16,Low,23,1,0,0,42.470128,-76.444951,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:26:05,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A05,A-Stop 5,6,A04,2025-10-20 06:24:45,2025-10-20 06:26:05,1.33,120,5,4,1,4,36,0.11,Low,19,1,0,0,42.447834,-76.487826,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:29:21,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B04,B-Stop 4,7,B04,2025-10-20 06:29:35,2025-10-20 06:29:21,-0.24,120,1,1,3,2,36,0.06,Low,18,1,0,0,42.455667,-76.470802,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:29:22,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A04,A-Stop 4,7,A04,2025-10-20 06:30:11,2025-10-20 06:29:22,-0.82,120,6,1,1,4,36,0.11,Low,18,1,0,0,42.446143,-76.490605,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:29:36,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A07,A-Stop 7,7,A03,2025-10-20 06:28:16,2025-10-20 06:29:36,1.32,120,3,0,2,0,50,0.0,Low,19,1,0,0,42.45223,-76.482342,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:30:19,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C07,C-Stop 7,7,C03,2025-10-20 06:30:30,2025-10-20 06:30:19,-0.19,120,2,0,1,7,50,0.14,Low,22,1,0,0,42.471972,-76.441764,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:30:32,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C04,C-Stop 4,7,C04,2025-10-20 06:30:05,2025-10-20 06:30:32,0.45,120,4,4,0,4,40,0.1,Low,27,1,0,0,42.465677,-76.450572,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:30:42,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B07,B-Stop 7,7,B02,2025-10-20 06:29:50,2025-10-20 06:30:42,0.86,120,0,0,0,0,40,0.0,Low,15,1,0,0,42.462379,-76.462355,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:33:43,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A08,A-Stop 8,8,A03,2025-10-20 06:32:57,2025-10-20 06:33:43,0.78,120,3,3,3,0,50,0.0,Low,23,1,0,0,42.453332,-76.479347,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:34:38,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A03,A-Stop 3,8,A04,2025-10-20 06:35:13,2025-10-20 06:34:38,-0.57,120,0,0,3,1,36,0.03,Low,23,1,0,1,42.443629,-76.494119,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:34:40,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C03,C-Stop 3,8,C04,2025-10-20 06:34:43,2025-10-20 06:34:40,-0.05,120,2,2,2,4,40,0.1,Low,17,1,0,0,42.463567,-76.454358,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:35:10,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B03,B-Stop 3,8,B04,2025-10-20 06:34:52,2025-10-20 06:35:10,0.31,120,2,0,2,0,36,0.0,Low,18,1,0,0,42.453252,-76.473879,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:35:39,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B08,B-Stop 8,8,B02,2025-10-20 06:34:55,2025-10-20 06:35:39,0.72,120,3,2,2,0,40,0.0,Low,39,1,0,0,42.464235,-76.459326,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:36:18,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C08,C-Stop 8,8,C03,2025-10-20 06:35:35,2025-10-20 06:36:18,0.71,120,2,2,1,8,50,0.16,Low,26,1,0,0,42.474193,-76.439208,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:37:46,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A09,A-Stop 9,9,A03,2025-10-20 06:37:37,2025-10-20 06:37:46,0.15,120,3,2,2,0,50,0.0,Low,25,1,0,0,42.455987,-76.475959,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:39:06,2025-10-20,A,Route A - Downtown Loop,A-1-20251020-01,1,Inbound,A02,A-Stop 2,9,A04,2025-10-20 06:40:06,2025-10-20 06:39:06,-1.0,120,2,1,2,0,36,0.0,Low,36,1,0,0,42.44242,-76.496597,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A04,Proterra ZX5,36,2,True,Urban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:39:14,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B02,B-Stop 2,9,B04,2025-10-20 06:40:14,2025-10-20 06:39:14,-1.0,120,0,0,4,0,36,0.0,Low,25,1,0,0,42.451875,-76.477464,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:39:17,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C02,C-Stop 2,9,C04,2025-10-20 06:39:12,2025-10-20 06:39:17,0.07,120,2,2,2,4,40,0.1,Low,16,1,0,0,42.461852,-76.456886,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:41:12,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B09,B-Stop 9,9,B02,2025-10-20 06:40:20,2025-10-20 06:41:12,0.86,120,5,2,0,2,40,0.05,Low,34,1,0,0,42.465833,-76.456527,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:41:35,2025-10-20,C,Route C - Airport Connector,C-0-20251020-01,0,Outbound,C09,C-Stop 9,9,C03,2025-10-20 06:40:32,2025-10-20 06:41:35,1.05,120,4,3,3,8,50,0.16,Low,25,1,0,0,42.475788,-76.436216,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C03,Proterra ZX5,50,2,True,Suburban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:44:17,2025-10-20,A,Route A - Downtown Loop,A-0-20251020-01,0,Outbound,A10,A-Stop 10,10,A03,2025-10-20 06:43:42,2025-10-20 06:44:17,0.58,120,1,0,2,0,50,0.0,Low,23,1,0,0,42.45787,-76.473329,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,A03,Gillig Low Floor,50,2,True,Suburban,Route A - Downtown Loop,12.3,#1f77b4,10.0,0.36,Cloudy
2025-10-20 06:44:17,2025-10-20,C,Route C - Airport Connector,C-1-20251020-01,1,Inbound,C01,C-Stop 1,10,C04,2025-10-20 06:45:02,2025-10-20 06:44:17,-0.75,120,0,0,2,2,40,0.05,Low,19,1,0,0,42.460328,-76.460476,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,C04,Gillig Low Floor,40,2,True,Urban,Route C - Airport Connector,25.4,#2ca02c,10.0,0.36,Cloudy
2025-10-20 06:45:12,2025-10-20,B,Route B - University Express,B-0-20251020-01,0,Outbound,B10,B-Stop 10,10,B02,2025-10-20 06:45:02,2025-10-20 06:45:12,0.16,120,3,2,2,2,40,0.05,Low,34,1,0,0,42.467692,-76.45299,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B02,New Flyer Xcelsior,40,3,True,Suburban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
2025-10-20 06:45:36,2025-10-20,B,Route B - University Express,B-1-20251020-01,1,Inbound,B01,B-Stop 1,10,B04,2025-10-20 06:45:47,2025-10-20 06:45:36,-0.19,120,1,1,1,0,36,0.0,Low,25,1,0,0,42.450765,-76.480003,Cloudy,2025-10-20 06:00:00,Peak,06:00:00,07:00:00,B04,Proterra ZX5,36,3,True,Urban,Route B - University Express,18.7,#ff7f0e,10.0,0.36,Cloudy
